artifact,category,attack,tactic,attack_count,defense_count,impact_count,similar_count,risk_score,centrality_score,attack_global_frequency,same_category_frequency,rule_score_total,matched_rule_count,max_rule_weight,unique_rule_types_count,identity_rule_score,file_rule_score,protocol_rule_score,port_rule_score,system_rule_score,context_rule_score,network_rule_score,has_port_signal,has_protocol_signal,has_file_signal,has_identity_signal,has_system_signal,has_context_signal,has_network_signal,label
Outbound Network Traffic,Network,Domain Fronting,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Drive-by Compromise,Unknown,31,1,1,10,63,43,6,4,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Dynamic Resolution,Unknown,31,1,1,10,63,43,5,5,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Encrypted Channel,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Unknown,31,1,1,10,63,43,5,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Exfiltration Over Unencrypted Non-C2 Protocol,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Exfiltration Over Web Service,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Exfiltration to Cloud Storage,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Exfiltration to Code Repository,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,External Proxy,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Fallback Channels,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,File Transfer Protocols,Unknown,31,1,1,10,63,43,4,4,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Ingress Tool Transfer,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Mail Protocols,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Malicious Link,Unknown,31,1,1,10,63,43,5,4,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Multi-Stage Channels,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Multi-hop Proxy,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Non-Application Layer Protocol,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Non-Standard Port,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Protocol Tunneling,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Remote Access Tools,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Symmetric Cryptography,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Web Protocols,Unknown,31,1,1,10,63,43,5,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Outbound Network Traffic,Network,Web Service,Unknown,31,1,1,10,63,43,3,3,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Partition Table,System,Disk Content Wipe,Unknown,2,1,0,0,4,3,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Partition Table,System,Disk Structure Wipe,Unknown,2,1,0,0,4,3,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Password,File,Password Cracking,Unknown,3,5,0,0,6,8,2,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Password,File,Password Guessing,Unknown,3,5,0,0,6,8,4,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Password,File,Password Spraying,Unknown,3,5,0,0,6,8,7,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Process,Process,Disable or Modify Tools,Unknown,13,11,5,7,31,36,2,2,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,Exploitation for Credential Access,Unknown,13,11,5,7,31,36,7,4,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,LSA Secrets,Unknown,13,11,5,7,31,36,2,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,LSASS Memory,Unknown,13,11,5,7,31,36,2,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,Modify Authentication Process,Unknown,13,11,5,7,31,36,2,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,Netsh Helper DLL,Unknown,13,11,5,7,31,36,3,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,Scheduled Task,Unknown,13,11,5,7,31,36,2,2,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,Scheduled Task/Job,Unknown,13,11,5,7,31,36,5,4,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,Security Account Manager,Unknown,13,11,5,7,31,36,3,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,System Owner/User Discovery,Unknown,13,11,5,7,31,36,9,5,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,Transport Agent,Unknown,13,11,5,7,31,36,5,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,Use Alternate Authentication Material,Unknown,13,11,5,7,31,36,2,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process,Process,Web Shell,Unknown,13,11,5,7,31,36,5,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Code Segment,Process,Credential API Hooking,Unknown,7,2,0,7,14,16,2,2,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Code Segment,Process,Exploitation for Client Execution,Unknown,7,2,0,7,14,16,3,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Code Segment,Process,Exploitation for Credential Access,Unknown,7,2,0,7,14,16,7,4,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Code Segment,Process,Exploitation for Defense Evasion,Unknown,7,2,0,7,14,16,3,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Code Segment,Process,Exploitation for Privilege Escalation,Unknown,7,2,0,7,14,16,3,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Code Segment,Process,Exploitation of Remote Services,Lateral Movement,7,2,0,7,14,16,5,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Code Segment,Process,Exploitation of Remote Services,Lateral Movement,7,2,0,7,14,16,5,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Code Segment,Process,Process Hollowing,Unknown,7,2,0,7,14,16,2,2,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Credential API Hooking,Unknown,12,2,0,7,24,21,2,2,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Drive-by Compromise,Unknown,12,2,0,7,24,21,6,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Exploit Public-Facing Application,Unknown,12,2,0,7,24,21,5,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Exploitation for Client Execution,Unknown,12,2,0,7,24,21,3,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Exploitation for Credential Access,Unknown,12,2,0,7,24,21,7,4,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Exploitation for Defense Evasion,Unknown,12,2,0,7,24,21,3,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Exploitation for Privilege Escalation,Unknown,12,2,0,7,24,21,3,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Exploitation of Remote Services,Lateral Movement,12,2,0,7,24,21,5,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Exploitation of Remote Services,Lateral Movement,12,2,0,7,24,21,5,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Mavinject,Unknown,12,2,0,7,24,21,2,2,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Process Hollowing,Unknown,12,2,0,7,24,21,2,2,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,Reflective Code Loading,Unknown,12,2,0,7,24,21,1,1,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Process Segment,Process,System Owner/User Discovery,Unknown,12,2,0,7,24,21,9,5,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
RPC Network Traffic,Network,Kerberoasting,Unknown,1,1,0,10,2,12,2,2,4.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1
Removable Media Device,System,Communication Through Removable Media,Unknown,4,1,0,9,8,14,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Removable Media Device,System,Data from Removable Media,Unknown,4,1,0,9,8,14,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Removable Media Device,System,Exfiltration over USB,Unknown,4,1,0,9,8,14,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Removable Media Device,System,Replication Through Removable Media,Unknown,4,1,0,9,8,14,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Secondary Storage,System,Cloud Storage Object Discovery,Unknown,1,3,0,9,2,13,3,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Service Application,System,Executable Installer File Permissions Weakness,Unknown,6,1,1,9,13,17,2,2,2.5,1.0,2.5,1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application,System,Exploitation for Credential Access,Unknown,6,1,1,9,13,17,7,3,2.5,1.0,2.5,1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application,System,Run Virtual Instance,Unknown,6,1,1,9,13,17,6,4,2.5,1.0,2.5,1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application,System,Run Virtual Instance,Unknown,6,1,1,9,13,17,6,4,2.5,1.0,2.5,1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application,System,Services File Permissions Weakness,Unknown,6,1,1,9,13,17,2,2,2.5,1.0,2.5,1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application,System,Software Deployment Tools,Unknown,6,1,1,9,13,17,4,3,2.5,1.0,2.5,1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application,System,Web Portal Capture,Unknown,6,1,1,9,13,17,2,2,2.5,1.0,2.5,1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application Process,System,Exploitation for Credential Access,Unknown,7,1,0,0,14,8,7,3,5.5,2.0,3.0,1,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application Process,System,LSASS Memory,Unknown,7,1,0,0,14,8,2,1,5.5,2.0,3.0,1,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application Process,System,Modify Authentication Process,Unknown,7,1,0,0,14,8,2,1,5.5,2.0,3.0,1,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application Process,System,Security Account Manager,Unknown,7,1,0,0,14,8,3,1,5.5,2.0,3.0,1,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application Process,System,System Owner/User Discovery,Unknown,7,1,0,0,14,8,9,1,5.5,2.0,3.0,1,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application Process,System,Transport Agent,Unknown,7,1,0,0,14,8,5,4,5.5,2.0,3.0,1,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0,0,0,0,1,0,0,1
Service Application Process,System,Use Alternate Authentication Material,Unknown,7,1,0,0,14,8,2,1,5.5,2.0,3.0,1,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0,0,0,0,1,0,0,1
Session,Identity,External Remote Services,Lateral Movement,8,1,1,6,17,16,1,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,External Remote Services,Lateral Movement,8,1,1,6,17,16,1,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,External Remote Services,Lateral Movement,8,1,1,6,17,16,1,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,External Remote Services,Lateral Movement,8,1,1,6,17,16,1,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,Make and Impersonate Token,Defense Evasion,8,1,1,6,17,16,5,3,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,Make and Impersonate Token,Credential Access,8,1,1,6,17,16,5,3,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,Make and Impersonate Token,Credential Access,8,1,1,6,17,16,5,3,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,RDP Hijacking,Lateral Movement,8,1,1,6,17,16,1,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,RDP Hijacking,Lateral Movement,8,1,1,6,17,16,1,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,RDP Hijacking,Lateral Movement,8,1,1,6,17,16,1,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,Remote Desktop Protocol,Lateral Movement,8,1,1,6,17,16,2,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,Remote Desktop Protocol,Lateral Movement,8,1,1,6,17,16,2,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,Remote Service Session Hijacking,Lateral Movement,8,1,1,6,17,16,2,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,Remote Service Session Hijacking,Lateral Movement,8,1,1,6,17,16,2,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,Remote Service Session Hijacking,Lateral Movement,8,1,1,6,17,16,2,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,SSH,Lateral Movement,8,1,1,6,17,16,2,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,SSH,Lateral Movement,8,1,1,6,17,16,2,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,SSH Hijacking,Lateral Movement,8,1,1,6,17,16,1,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,SSH Hijacking,Lateral Movement,8,1,1,6,17,16,1,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,SSH Hijacking,Lateral Movement,8,1,1,6,17,16,1,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,Trusted Relationship,Defense Evasion,8,1,1,6,17,16,3,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Session,Identity,Trusted Relationship,Defense Evasion,8,1,1,6,17,16,3,1,5.5,2.0,3.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
Software,System,Add-ins,Unknown,23,4,1,9,47,37,4,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Add-ins,Unknown,23,4,1,9,47,37,4,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Application Shimming,Unknown,23,4,1,9,47,37,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Bootkit,Unknown,23,4,1,9,47,37,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Component Firmware,Unknown,23,4,1,9,47,37,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Compromise Host Software Binary,Unknown,23,4,1,9,47,37,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Compromise Software Dependencies and Development Tools,Unknown,23,4,1,9,47,37,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Compromise Software Supply Chain,Unknown,23,4,1,9,47,37,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Executable Installer File Permissions Weakness,Unknown,23,4,1,9,47,37,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Exploitation for Credential Access,Unknown,23,4,1,9,47,37,7,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,IIS Components,Unknown,23,4,1,9,47,37,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,LSASS Driver,Unknown,23,4,1,9,47,37,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,MMC,Unknown,23,4,1,9,47,37,3,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,MSBuild,Unknown,23,4,1,9,47,37,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,ROMMONkit,Unknown,23,4,1,9,47,37,3,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Rootkit,Unknown,23,4,1,9,47,37,3,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Run Virtual Instance,Unknown,23,4,1,9,47,37,6,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Run Virtual Instance,Unknown,23,4,1,9,47,37,6,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,SQL Stored Procedures,Unknown,23,4,1,9,47,37,4,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Services File Permissions Weakness,Unknown,23,4,1,9,47,37,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Software Deployment Tools,Unknown,23,4,1,9,47,37,4,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Software Deployment Tools,Unknown,23,4,1,9,47,37,4,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Software Extensions,Unknown,23,4,1,9,47,37,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,System Firmware,Unknown,23,4,1,9,47,37,3,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Time Based Evasion,Unknown,23,4,1,9,47,37,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Software,System,Web Portal Capture,Unknown,23,4,1,9,47,37,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Stack Frame,Process,Exploitation for Client Execution,Unknown,5,2,0,7,10,14,3,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Stack Frame,Process,Exploitation for Credential Access,Unknown,5,2,0,7,10,14,7,4,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Stack Frame,Process,Exploitation for Defense Evasion,Unknown,5,2,0,7,10,14,3,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Stack Frame,Process,Exploitation for Privilege Escalation,Unknown,5,2,0,7,10,14,3,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Stack Frame,Process,Exploitation of Remote Services,Lateral Movement,5,2,0,7,10,14,5,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Stack Frame,Process,Exploitation of Remote Services,Lateral Movement,5,2,0,7,10,14,5,3,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,1
Storage,System,Cloud Storage Object Discovery,Unknown,2,1,0,9,4,12,3,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
Storage,System,Hidden File System,Unknown,2,1,0,9,4,12,3,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
